TID, Nice, Tick
4, 0, 419
4, 0, 419
4, 0, 420
4, 0, 420
4, 0, 420
4, 0, 420
4, 0, 420
4, 0, 421
4, 0, 422
4, 0, 423
4, 0, 424
4, 0, 425
4, 0, 426
4, 0, 427
4, 0, 428
4, 0, 429
4, 0, 430
4, 0, 431
4, 0, 432
4, 0, 433
4, 0, 434
4, 0, 435
4, 0, 435
4, 0, 436
4, 0, 438
4, 0, 439
4, 0, 439
4, 0, 440
4, 0, 442
4, 0, 443
4, 0, 444
4, 0, 444
4, 0, 445
4, 0, 446
4, 0, 447
4, 0, 448
4, 0, 449
4, 0, 450
4, 0, 451
4, 0, 452
4, 0, 453
4, 0, 454
4, 0, 455
4, 0, 456
4, 0, 457
4, 0, 458
4, 0, 459
4, 0, 460
4, 0, 461
4, 0, 462
4, 0, 463
4, 0, 464
4, 0, 465
4, 20, 468
5, 0, 470
5, 0, 471
5, 0, 472
5, 0, 473
5, 0, 473
5, 0, 474
5, 0, 475
5, 0, 476
5, 0, 477
5, 0, 478
5, 0, 479
5, 0, 480
5, 0, 481
5, 0, 482
5, 0, 483
5, 0, 484
5, 0, 485
5, 0, 486
5, 0, 487
5, 0, 488
5, 0, 489
5, 0, 490
5, 0, 491
5, 0, 492
5, 0, 493
5, 0, 494
5, 0, 495
5, 0, 496
5, 0, 497
5, 0, 498
5, 0, 499
5, 0, 500
5, 0, 501
5, 0, 502
5, 0, 503
5, 0, 504
5, 0, 505
5, 0, 506
5, 0, 507
5, 0, 508
5, 0, 509
5, 0, 510
5, 0, 511
5, 0, 512
5, 0, 513
5, 0, 514
5, 0, 515
5, 0, 516
5, 0, 517
5, 0, 518
5, 0, 519
5, 0, 520
5, 20, 522
6, 0, 524
4, 20, 525
6, 0, 526
6, 0, 527
6, 0, 528
6, 0, 529
6, 0, 530
6, 0, 531
6, 0, 532
6, 0, 533
6, 0, 534
6, 0, 535
6, 0, 536
6, 0, 537
6, 0, 538
6, 0, 539
6, 0, 540
6, 0, 541
6, 0, 542
6, 0, 543
6, 0, 544
6, 0, 545
6, 0, 546
6, 0, 547
6, 0, 548
6, 0, 549
6, 0, 550
6, 0, 551
6, 0, 552
6, 0, 553
6, 0, 554
6, 0, 555
6, 0, 556
6, 0, 557
6, 0, 558
6, 0, 559
6, 0, 560
6, 0, 561
6, 0, 562
6, 0, 563
6, 0, 564
6, 0, 565
6, 0, 566
6, 0, 567
6, 0, 568
6, 0, 569
6, 0, 570
6, 0, 571
6, 0, 572
6, 0, 573
6, 0, 574
6, 0, 575
6, 0, 576
5, 20, 578
6, 20, 578
7, 0, 581
7, 0, 582
7, 0, 583
7, 0, 584
7, 0, 585
7, 0, 586
7, 0, 587
7, 0, 588
7, 0, 589
7, 0, 590
7, 0, 591
7, 0, 592
7, 0, 593
7, 0, 594
7, 0, 595
7, 0, 596
7, 0, 597
7, 0, 598
7, 0, 599
7, 0, 600
7, 0, 601
7, 0, 602
7, 0, 603
7, 0, 604
7, 0, 605
7, 0, 606
7, 0, 607
7, 0, 608
7, 0, 609
7, 0, 610
7, 0, 611
7, 0, 612
7, 0, 613
7, 0, 614
7, 0, 615
7, 0, 616
7, 0, 617
7, 0, 618
7, 0, 619
7, 0, 620
7, 0, 621
7, 0, 622
7, 0, 623
7, 0, 624
7, 0, 625
7, 0, 626
7, 0, 627
7, 0, 628
7, 0, 629
7, 0, 630
7, 0, 631
7, 0, 632
4, 20, 634
7, 20, 634
8, 0, 637
8, 0, 638
8, 0, 639
8, 0, 640
8, 0, 641
8, 0, 642
8, 0, 643
8, 0, 644
8, 0, 645
8, 0, 646
8, 0, 647
8, 0, 648
8, 0, 649
8, 0, 650
8, 0, 651
8, 0, 652
8, 0, 653
8, 0, 654
8, 0, 655
8, 0, 656
8, 0, 657
8, 0, 658
8, 0, 659
8, 0, 660
8, 0, 661
8, 0, 662
8, 0, 663
8, 0, 664
8, 0, 665
8, 0, 666
8, 0, 667
8, 0, 668
8, 0, 669
8, 0, 670
8, 0, 671
8, 0, 672
8, 0, 673
8, 0, 674
8, 0, 675
8, 0, 676
8, 0, 677
8, 0, 678
8, 0, 679
8, 0, 680
8, 0, 681
8, 0, 682
8, 0, 683
8, 0, 684
8, 0, 684
8, 0, 685
8, 0, 686
8, 0, 687
5, 20, 690
8, 20, 690
9, 0, 692
9, 0, 693
9, 0, 694
9, 0, 695
9, 0, 696
9, 0, 697
9, 0, 698
9, 0, 699
9, 0, 700
9, 0, 701
9, 0, 702
9, 0, 703
9, 0, 704
9, 0, 705
9, 0, 706
9, 0, 707
9, 0, 708
9, 0, 709
9, 0, 710
9, 0, 711
9, 0, 712
9, 0, 713
9, 0, 714
9, 0, 715
9, 0, 716
9, 0, 717
9, 0, 718
9, 0, 719
9, 0, 720
9, 0, 721
9, 0, 722
9, 0, 723
9, 0, 724
9, 0, 725
9, 0, 726
9, 0, 727
9, 0, 728
9, 0, 729
9, 0, 730
9, 0, 731
9, 0, 732
9, 0, 733
9, 0, 734
9, 0, 735
9, 0, 736
